equipes,no_cidade,lat,long
"67","Castro Alves","-12.7658326369124","-39.426519430322"
"9","Catolândia","-12.3160059384947","-44.8597702833594"
"117","Catu","-12.3551865588506","-38.3762943035541"
"19","Caturama","-13.3282013504011","-42.2964066437467"
"37","Central","-11.137988582854","-42.1123489751401"
"25","Chorrochó","-8.97547780401287","-39.1023700774151"
"71","Cícero Dantas","-10.5921715319251","-38.3834191278696"
"39","Cipó","-11.1011435641446","-38.5171293979404"
"55","Coaraci","-14.6368142028022","-39.5523042559244"
"42","Cocos","-14.1710775452171","-44.5456688581222"
"46","Conceição da Feira","-12.503991911881","-38.9997807982437"
"48","Conceição do Almeida","-12.7780203224236","-39.1709464493763"
"124","Conceição do Coité","-11.5618258458634","-39.2816841782278"
"55","Conceição do Jacuípe","-12.322946459029","-38.7636737165227"
"50","Conde","-11.8134317610462","-37.6069779820631"
"39","Condeúba","-14.8904103648484","-41.9708095383447"
"10","Contendas do Sincorá","-13.7554968278955","-41.0463180639508"
"45","Coração de Maria","-12.2479210100615","-38.7505165473666"
"17","Cordeiros","-15.0372341089128","-41.9357339067348"
"36","Coribe","-13.8278416058214","-44.4530364349169"
"46","Coronel João Sá","-10.279395400226","-37.9329643376141"
"76","Correntina","-13.3417718212105","-44.641086701211"
"34","Cotegipe","-12.0285973836155","-44.2524761376623"
"14","Cravolândia","-13.3626230640403","-39.8127117486746"
"48","Crisópolis","-11.5177899236101","-38.1517158173066"
"28","Cristópolis","-12.2314508089662","-44.4118418963"
"142","Cruz das Almas","-12.6637862127757","-39.1007361428306"
"85","Curaçá","-8.98903211797354","-39.908081018943"
"29","Dário Meira","-14.4350474388235","-39.9024656528413"
"94","Dias d'Ávila","-12.6043684168205","-38.2979935898508"
"29","Dom Basílio","-13.763326554577","-41.7708775806957"
"9","Dom Macedo Costa","-12.9114892623129","-39.188094169582"
"20","Elísio Medrado","-12.9433258382093","-39.5204855551496"
"56","Encruzilhada","-15.5345801802607","-40.9091207501114"
"88","Entre Rios","-11.9372613704433","-38.0787770197559"
"77","Esplanada","-11.799409496062","-37.9449814740986"
"125","Euclides da Cunha","-10.5058180636519","-39.0142487251363"
"189","Eunápolis","-16.3751672322564","-39.5841719409864"
"40","Fátima","-10.6001702140173","-38.2086747828629"
"16","Feira da Mata","-14.2105645058371","-44.283463938437"
"890","Feira de Santana","-12.22928425248","-38.9600330963213"
"43","Filadélfia","-10.7384641099352","-40.1378268767837"
"13","Firmino Alves","-14.984935375252","-39.9214417636272"
"26","Floresta Azul","-14.8627983966227","-39.6565235874089"
"47","Formosa do Rio Preto","-11.0470324906679","-45.190990909729"
"75","Gandu","-13.7437807885112","-39.4863240792918"
"11","Gavião","-11.4708954591252","-39.786112929979"
"30","Gentio do Ouro","-11.4275313127498","-42.5047423861031"
"39","Glória","-9.34017318364545","-38.2592732301041"
"26","Gongogi","-14.32371329933","-39.4672396549531"
"42","Governador Mangabeira","-12.6015538384449","-39.0340236148013"
"34","Guajeru","-14.5469622716722","-41.9371481668575"
"152","Guanambi","-14.2253150270075","-42.7785619667054"
"59","Guaratinga","-16.581216035563","-39.7812844707838"
"33","Heliópolis","-10.6752987880284","-38.2802330422697"
"73","Iaçu","-12.7691377865306","-40.2133652349888"
"26","Ibiassucê","-14.2767025345281","-42.2557743546652"
"71","Ibicaraí","-14.8657631413793","-39.5915412034881"
"42","Ibicoara","-13.4263272087783","-41.2720658080784"
"32","Ibicuí","-14.8430903650875","-39.9898321056847"
"33","Ibipeba","-11.6375264431557","-42.011248439896"
"26","Ibipitanga","-12.8791061453242","-42.4912287412418"
"0","Ibiquera","-12.6499286126213","-40.9354210018921"
"60","Ibirapitanga","-14.1650324961225","-39.3744665327401"
"17","Ibirapuã","-17.6841971442164","-40.1063094115419"
"43","Ibirataia","-14.0672690808107","-39.6409188889228"
"32","Ibitiara","-12.6455137042391","-42.213294323499"
"40","Ibititá","-11.5527707224075","-41.9751521500745"
"62","Ibotirama","-12.1840135690449","-43.2186962649655"
"15","Ichu","-11.7552498736675","-39.1887163054619"
"38","Igaporã","-13.7679764775292","-42.7178798074989"
"35","Igrapiúna","-13.8204024423397","-39.1400807978716"
"65","Iguaí","-14.7579625255697","-40.0975134505707"
"212","Ilhéus","-14.7933202697252","-39.0431842869426"
"82","Inhambupe","-11.7891274640932","-38.3540192706032"
"39","Ipecaetá","-12.3141993063471","-39.3060256383634"
"92","Ipiaú","-14.1374736712628","-39.7356541802101"
"148","Ipirá","-12.1602868808957","-39.7407084849396"
"14","Ipupiara","-11.8288274008654","-42.6106888538981"
"19","Irajuba","-13.256610153351","-40.0838518009128"
"32","Iramaia","-13.2936511934141","-40.9695824783476"
"55","Iraquara","-12.2435010164176","-41.6179588573911"
"62","Irará","-12.0337039631625","-38.7716507783794"
"148","Irecê","-11.3033796242944","-41.8588604758612"
"64","Itabela","-16.5758360567513","-39.5532377750796"
"151","Itaberaba","-12.5322540889787","-40.30699491974"
"408","Itabuna","-14.789039548603","-39.2731089520081"
"27","Itacaré","-14.2782492855869","-38.9948415531018"
"38","Itaeté","-12.9820339945038","-40.9634187749058"
"36","Itagi","-14.1617937177936","-40.0136249931013"
"21","Itagibá","-14.286514167771","-39.8485155565573"
"10","Itagimirim","-16.08814327593","-39.61519181091"
"30","Itaguaçu da Bahia","-11.0087222103693","-42.4011571242595"
"20","Itaju do Colônia","-15.1401935524042","-39.7247246149297"
"36","Itajuípe","-14.6780189897834","-39.3817881541009"
"122","Itamaraju","-17.042337599666","-39.5330398845548"
"21","Itamari","-13.774836755857","-39.6763483469466"
"70","Itambé","-15.2480191939772","-40.6240417223751"
"11","Itanagra","-12.268163143855","-38.0381809411937"
"50","Itanhém","-17.1663329036881","-40.3270486489757"
"35","Itaparica","-12.8814890528205","-38.6840303112952"
"36","Itapé","-14.8948079608359","-39.429962728368"
"27","Itapebi","-15.9721666550673","-39.5285413926178"
"127","Itapetinga","-15.2461671886919","-40.2473809072369"
"82","Itapicuru","-11.3109527005757","-38.218612375549"
"25","Itapitanga","-14.4211947386928","-39.5663618837119"
"12","Itaquara","-13.4464090027676","-39.9382435936366"
"42","Itarantim","-15.6578300416217","-40.0615452743889"
"33","Itatim","-12.7092465330848","-39.7037746062264"
"33","Itiruçu","-13.5323986079018","-40.1461722976579"
"87","Itiúba","-10.6919012256505","-39.8532769742179"
"44","Itororó","-15.1190373140261","-40.0717033442151"
"39","Ituaçu","-13.8074071461679","-41.3109815271264"
"55","Ituberá","-13.7361569056682","-39.149042491857"
"17","Iuiú","-14.4121460364229","-43.556402615529"
"25","Jaborandi","-13.6259340019621","-44.4659699896562"
"33","Jacaraci","-14.8491905702097","-42.4306087705945"
"157","Jacobina","-11.1850621601419","-40.5130176278701"
"115","Jaguaquara","-13.530698630843","-39.9702551831643"
"74","Jaguarari","-10.2628542593015","-40.1936114661932"
"31","Jaguaripe","-13.1150638883822","-38.8914186277088"
"26","Jandaíra","-11.5657484739409","-37.7868684912297"
"340","Jequié","-13.855664007664","-40.0886073274763"
"71","Jeremoabo","-10.0622424076243","-38.3518191467426"
"30","Jiquiriçá","-13.2523063492574","-39.5765017781122"
"36","Jitaúna","-14.0174286979097","-39.8896321766671"
"33","João Dourado","-11.3464052247312","-41.6599891797839"
"431","Juazeiro","-9.41071709622786","-40.5035521594434"
"30","Jucuruçu","-16.8445161458113","-40.158812629938"
"38","Jussara","-11.0545549483525","-41.9797319275478"
"19","Jussari","-15.1904562989286","-39.4949398662896"
"25","Jussiape","-13.5129503420972","-41.5901420145899"
"10","Lafaiete Coutinho","-13.6529994248073","-40.2106058828047"
"34","Lagoa Real","-14.0300289856329","-42.1457118363755"
"49","Laje","-13.1796486824668","-39.427552152912"
"9","Lajedão","-17.6121309379681","-40.3458465320806"
"10","Lajedinho","-12.3603741929439","-40.903709970347"
"15","Lajedo do Tabocal","-13.4725200035756","-40.2252295031908"
"24","Lamarão","-11.7915777403757","-38.8929803339265"
"44","Lapão","-11.3801390539198","-41.8319086533875"
"243","Lauro de Freitas","-12.8967176089245","-38.3234616102514"
"23","Lençóis","-12.5640631156412","-41.3940311361176"
"33","Licínio de Almeida","-14.6758660767897","-42.5026836358801"
"99","Livramento de Nossa Senhora","-13.6495009052305","-41.8403872818085"
"88","Luís Eduardo Magalhães","-12.0783722561969","-45.8004644064563"
"27","Macajuba","-12.1413926805595","-40.3651796434378"
"39","Macarani","-15.5673161525244","-40.4220441103433"
"101","Macaúbas","-13.0236716698562","-42.6946657468879"
"25","Macururé","-9.1747059108515","-39.0595150265112"
"27","Madre de Deus","-12.7403126545333","-38.6027685669091"
"27","Maetinga","-14.6612663590578","-41.4836566953217"
"22","Maiquinique","-15.6197717025776","-40.2605151185559"
"49","Mairi","-11.7111106230505","-40.1497825191557"
"43","Malhada","-14.3403832840842","-43.7716203176702"
"22","Malhada de Pedras","-14.3779454038321","-41.8786983400612"
"42","Manoel Vitorino","-14.1459322060188","-40.2420162476621"
"31","Mansidão","-10.7158289600289","-44.0364854095632"
"80","Maracás","-13.4376744923124","-40.4312875473779"
"98","Maragogipe","-12.7751199192362","-38.9188814371553"
"46","Maraú","-14.105530671656","-39.0249517556685"
"33","Marcionílio Souza","-13.0035103723106","-40.5345299893202"
"27","Mascote","-15.5659880327486","-39.3024004527217"
"102","Mata de São João","-12.5299707907046","-38.2972993248088"
"30","Matina","-13.9126360110703","-42.8429324443126"
"45","Medeiros Neto","-17.370409482092","-40.220174208006"
"68","Miguel Calmon","-11.4283442062266","-40.5960696127369"
"31","Milagres","-12.8705749151395","-39.8591271004733"
"38","Mirangaba","-10.9561172849444","-40.5747927022127"
"34","Mirante","-14.239817921132","-40.7735665979009"
"126","Monte Santo","-10.4401577406579","-39.3327059520687"
"24","Morpará","-11.5580425446035","-43.2779134070032"
"65","Morro do Chapéu","-11.5501261105049","-41.1590965077636"
"36","Mortugaba","-15.0164072903658","-42.3804489223231"
"38","Mucugê","-13.0038942044712","-41.3732130118668"
"82","Mucuri","-18.0885397388762","-39.5475458898298"
"28","Mulungu do Morro","-11.9672200211019","-41.6438000095819"
"38","Mundo Novo","-11.8647227486239","-40.4714981500981"
"17","Muniz Ferreira","-12.9973037019252","-39.1129817012099"
"26","Muquém de São Francisco","-12.06826126493","-43.551859915059"
"67","Muritiba","-12.6233724415369","-38.9886888174457"
"50","Mutuípe","-13.2293733236816","-39.5041638520156"
"51","Nazaré","-13.0351482201811","-39.0106225828794"
"29","Nilo Peçanha","-13.6044944204415","-39.1129855090732"
"29","Nordestina","-10.8320535248462","-39.4291308507325"
"25","Nova Canaã","-14.7935980876719","-40.145174652014"
"17","Nova Fátima","-11.6083983892313","-39.6322170918942"
"18","Nova Ibiá","-13.8099073660338","-39.6256860494915"
"17","Nova Itarana","-13.0330498856442","-40.0692497332533"
"21","Nova Redenção","-12.8188675675112","-41.0688595103445"
"47","Nova Soure","-11.2380081972295","-38.4846139269682"
"82","Nova Viçosa","-17.8933917821787","-39.3720115380737"
"23","Novo Horizonte","-12.8019973640359","-42.167788448517"
"36","Novo Triunfo","-10.342018230888","-38.4155813480126"
"56","Olindina","-11.3583061402444","-38.3310801960897"
"59","Oliveira dos Brejinhos","-12.3205889500423","-42.897019768671"
"14","Ouriçangas","-12.0068519179474","-38.6284167702128"
"38","Ourolândia","-10.9646176504278","-41.0818117290063"
"51","Palmas de Monte Alto","-14.2573509943559","-43.1705121315164"
"20","Palmeiras","-12.5100711046145","-41.5773369327133"
"46","Paramirim","-13.4424266571552","-42.240648777677"
"43","Paratinga","-12.690697124929","-43.1820250755777"
"74","Paripiranga","-10.6759923133197","-37.870447700721"
"30","Pau Brasil","-15.4636188168583","-39.6487820361139"
"162","Paulo Afonso","-9.40333169737823","-38.2183289682262"
"32","Pé de Serra","-11.8311793085998","-39.6094253290429"
"17","Pedrão","-12.1435872038139","-38.6490014216411"
"47","Pedro Alexandre","-10.010071580454","-37.8992615844143"
"48","Piatã","-13.1644568682515","-41.7706230393181"
"69","Pilão Arcado","-9.99777105599991","-42.4847567624654"
"12","Pindaí","-14.4899875404939","-42.6870333191128"
"52","Pindobaçu","-10.7342066123577","-40.357159193636"
"20","Pintadas","-11.8080365090652","-39.9082386319335"
"24","Piraí do Norte","-13.7612250392523","-39.3745221879491"
"34","Piripá","-14.9468709101065","-41.7248658272753"
"37","Piritiba","-11.7372340017774","-40.5513277059088"
"21","Planaltino","-13.2566087533798","-40.3683973567155"
"47","Planalto","-14.6701699702495","-40.4846403764104"
"105","Poções","-14.5223245425647","-40.3651272938438"
"67","Pojuca","-12.4292631348677","-38.3271668771048"
"41","Ponto Novo","-10.8671478313025","-40.135392845065"
"251","Porto Seguro","-16.4490561793642","-39.0621135238902"
"24","Potiraguá","-15.5924563116907","-39.8756600705601"
"52","Prado","-17.3295639893846","-39.229238421169"
"34","Presidente Dutra","-11.2965040663489","-41.990930902445"
"44","Presidente Jânio Quadros","-14.685395366954","-41.6824426344038"
"49","Presidente Tancredo Neves","-13.4708417736022","-39.4240598299107"
"36","Queimadas","-10.9763905291559","-39.6264068266007"
"53","Quijingue","-10.7516723300366","-39.2066092540489"
"22","Quixabeira","-11.4086852033198","-40.1214965949345"
"55","Rafael Jambeiro","-12.4074173544739","-39.5006356828925"
"78","Remanso","-9.62390678921074","-42.0796675416606"
"24","Retirolândia","-11.4896669831526","-39.4241777923454"
"58","Riachão das Neves","-11.7462475299556","-44.9164697719097"
"83","Riachão do Jacuípe","-11.8059790259237","-39.3830354938567"
"72","Riacho de Santana","-13.6065881421408","-42.9383471199804"
"34","Ribeira do Amparo","-11.0391582800741","-38.4305538667121"
"123","Ribeira do Pombal","-10.8362780747687","-38.5360987874333"
"37","Ribeirão do Largo","-15.4640596335135","-40.7438597619248"
"35","Rio de Contas","-13.5886077869907","-41.8187905563617"
"36","Rio do Antônio","-14.4085096465098","-42.0750553350101"
"27","Rio do Pires","-13.1186631386997","-42.2878777528384"
"71","Rio Real","-11.4849354254302","-37.9335777751436"
"19","Rodelas","-8.84499653356943","-38.7723090006585"
"59","Ruy Barbosa","-12.2893169587982","-40.5003712305803"
"23","Salinas da Margarida","-12.877997054567","-38.757943950869"
"1289","Salvador","-13.0147719115327","-38.4880614840078"
"45","Santa Bárbara","-11.9569028341388","-38.9661390064385"
"41","Santa Brígida","-9.731890959542","-38.1278183662894"
"58","Santa Cruz Cabrália","-16.3380965838172","-39.0131825840709"
"17","Santa Cruz da Vitória","-14.9600783107079","-39.8118359700429"
"27","Santa Inês","-13.2986872233349","-39.8276053254776"
"50","Santaluz","-11.2533600344586","-39.3773777962667"
"36","Santa Luzia","-15.4327879846348","-39.3324934250425"
"103","Santa Maria da Vitória","-13.3935452501398","-44.1983088657849"
"62","Santana","-12.9807511747299","-44.0532579029164"
"24","Santanópolis","-12.0284068880333","-38.8671618077053"
"62","Santa Rita de Cássia","-11.0080450698516","-44.5190497202788"
"25","Santa Teresinha","-12.772851771232","-39.5211400561744"
"97","Santo Amaro","-12.5491401086617","-38.7090314624695"
"165","Santo Antônio de Jesus","-12.9680077697186","-39.2611312580459"
"108","Santo Estêvão","-12.428893228861","-39.2531902035138"
"49","São Desidério","-12.3608954905377","-44.9740962396215"
"23","São Domingos","-11.4634661341857","-39.5262647672412"
"38","São Félix","-12.6057132519817","-38.9687185313515"
"29","São Félix do Coribe","-13.4042182497929","-44.1968725574679"
"47","São Felipe","-12.845078215025","-39.0840148984065"
"72","São Francisco do Conde","-12.6299828044038","-38.6757980532931"
"44","São Gabriel","-11.2267073342793","-41.8742692011285"
"62","São Gonçalo dos Campos","-12.4303098042388","-38.949772430601"
"14","São José da Vitória","-15.078178211378","-39.338920502937"
"19","São José do Jacuípe","-11.505326093792","-40.0236558829144"
"26","São Miguel das Matas","-13.0517330820998","-39.4557804260308"
"102","São Sebastião do Passé","-12.5127246429849","-38.495309845374"
"37","Sapeaçu","-12.7351614750528","-39.1948084366246"
"47","Sátiro Dias","-11.6008090454152","-38.5913537821245"
"22","Saubara","-12.7369036248191","-38.7706068300048"
"29","Saúde","-10.9411051662096","-40.4185507431154"
"95","Seabra","-12.4187631865162","-41.7682012410905"
"23","Sebastião Laranjeiras","-14.5748223923478","-42.9441131530547"
"177","Senhor do Bonfim","-10.4567714931968","-40.1899845399956"
"73","Serra do Ramalho","-13.5644659880715","-43.5807307421456"
"81","Sento Sé","-9.74037980462473","-41.8909969156275"
"45","Serra Dourada","-12.7625947392978","-43.9523372558921"
"41","Serra Preta","-12.1597268274139","-39.3325039202553"
"177","Serrinha","-11.6595317243643","-39.0081326287559"
