equipes,no_cidade,lat,long
"21","São Domingos do Norte","-19.1481685100059","-40.621877732717"
"58","São Gabriel da Palha","-19.0219647532489","-40.52959950756"
"27","São José do Calçado","-21.0261302467275","-41.6560878498074"
"171","São Mateus","-18.7184469678596","-39.8582005956105"
"27","São Roque do Canaã","-19.7253072048101","-40.6431387555474"
"218","Serra","-20.1567698424317","-40.2752170367085"
"21","Sooretama","-19.1919496278561","-40.0964908071322"
"48","Vargem Alta","-20.6716781987878","-41.0071483601643"
"49","Venda Nova do Imigrante","-20.3315181774342","-41.1290532110882"
"143","Viana","-20.3908625111661","-40.4956243354911"
"23","Vila Pavão","-18.620803452346","-40.6024114108213"
"36","Vila Valério","-18.9936174389143","-40.3905897774138"
"145","Vila Velha","-20.3383741042138","-40.2939566369471"
"365","Vitória","-20.3201537928533","-40.3222087267266"
"299","Angra dos Reis","-23.0091159352755","-44.3196272622666"
"23","Aperibé","-21.6194217697861","-42.1049166541126"
"59","Araruama","-22.8774383873543","-42.3410960231634"
"28","Areal","-22.2369120035668","-43.1010698051683"
"28","Armação dos Búzios","-22.7577637929237","-41.8877494680881"
"59","Arraial do Cabo","-22.9676382775839","-42.0283359676368"
"42","Barra do Piraí","-22.4695962921239","-43.8284524538255"
"148","Barra Mansa","-22.5453011339304","-44.1724313736866"
"284","Belford Roxo","-22.764555967546","-43.3996249708152"
"58","Bom Jardim","-22.1533052283079","-42.4172114822868"
"67","Bom Jesus do Itabapoana","-21.1344974418773","-41.6776797949817"
"206","Cabo Frio","-22.880764667133","-42.0200748019026"
"116","Cachoeiras de Macacu","-22.4675708722497","-42.6631643572627"
"20","Cambuci","-21.5772767096589","-41.9086360046561"
"24","Carapebus","-22.1825947273673","-41.6640105958578"
"21","Comendador Levy Gasparian","-22.0333589383827","-43.2172237155871"
"77","Campos dos Goytacazes","-21.751898632064","-41.3304764918626"
"51","Cantagalo","-21.9818398587921","-42.365977599021"
"16","Cardoso Moreira","-21.4961573566676","-41.6132963462101"
"33","Carmo","-21.9293117801393","-42.6097176406817"
"66","Casimiro de Abreu","-22.4795365025548","-42.204210544431"
"50","Conceição de Macabu","-22.0878715265253","-41.8677585057148"
"36","Cordeiro","-22.0277765631233","-42.3630305379077"
"13","Duas Barras","-22.0589060899401","-42.5150976314669"
"468","Duque de Caxias","-22.7852532496541","-43.3098880717226"
"32","Engenheiro Paulo de Frontin","-22.5436846647273","-43.6794768289526"
"32","Guapimirim","-22.5195957941239","-42.9783297043207"
"51","Iguaba Grande","-22.8390569836941","-42.2221245423239"
"289","Itaboraí","-22.7458630174262","-42.8603434261964"
"102","Itaguaí","-22.8712507684219","-43.7750406349418"
"23","Italva","-21.4251032779829","-41.690964760493"
"43","Itaocara","-21.6705026732971","-42.0777295245708"
"105","Itaperuna","-21.2105910847537","-41.8862031766506"
"31","Itatiaia","-22.4970145997172","-44.562771994177"
"143","Japeri","-22.6448185711114","-43.6537858009828"
"14","Laje do Muriaé","-21.2057208352488","-42.1311744192347"
"189","Macaé","-22.368704974385","-41.775064285476"
"12","Macuco","-21.9902295051433","-42.2570738797263"
"435","Magé","-22.6543487574334","-43.0402461327151"
"64","Mangaratiba","-22.9617119412402","-44.0411265453576"
"105","Maricá","-22.916955337401","-42.819824114827"
"39","Mendes","-22.5174226018979","-43.7214868876951"
"139","Mesquita","-22.7680879226349","-43.4292237631069"
"43","Miguel Pereira","-22.4554266084251","-43.4746761214594"
"41","Miracema","-21.4111632991602","-42.1984114071903"
"39","Natividade","-21.0437569889655","-41.9764403133446"
"306","Nilópolis","-22.8075142239115","-43.4166099808637"
"195","Niterói","-22.8964523851272","-43.0758231672735"
"50","Nova Friburgo","-22.286461459196","-42.5327712629633"
"670","Nova Iguaçu","-22.7598348262647","-43.4503453299191"
"58","Paracambi","-22.6097271620662","-43.7093845630292"
"93","Paraíba do Sul","-22.1619815421833","-43.2895444648457"
"46","Paraty","-23.2194136073409","-44.7108585020174"
"41","Paty do Alferes","-22.4274146332335","-43.4248709167338"
"265","Petrópolis","-22.5105986119618","-43.177336576675"
"29","Pinheiral","-22.5156739857917","-44.0003545569539"
"67","Piraí","-22.6287569098054","-43.8993511857656"
"34","Porciúncula","-20.9626076269765","-42.0401563585052"
"41","Porto Real","-22.432948423821","-44.2969007349911"
"28","Quatis","-22.409918661677","-44.2627113015841"
"48","Queimados","-22.7174304900919","-43.5556695470827"
"44","Quissamã","-22.1066401655145","-41.4725094000999"
"160","Resende","-22.4711835861228","-44.4436134229207"
"44","Rio Bonito","-22.7112715025702","-42.6259978411627"
"44","Rio Claro","-22.7317268340485","-44.1394056377073"
"21","Rio das Flores","-22.171862243836","-43.5764329481335"
"24","Rio das Ostras","-22.523941185805","-41.9369671271608"
"5106","Rio de Janeiro","-22.8766521181864","-43.2278751249952"
"8","Santa Maria Madalena","-21.9660944706771","-42.0144449928315"
"72","Santo Antônio de Pádua","-21.5359771209444","-42.1779115574882"
"61","São Francisco de Itabapoana","-21.4801381322882","-41.1177197285798"
"48","São Fidélis","-21.6436265466279","-41.7555923123358"
"1158","São Gonçalo","-22.8295473130261","-43.0323350619648"
"84","São João da Barra","-21.6404577523792","-41.050348145484"
"419","São João de Meriti","-22.8023308086339","-43.3718846030395"
"17","São José de Ubá","-21.3602211097573","-41.9412319414458"
"34","São José do Vale do Rio Preto","-22.1497395104903","-42.9233683013341"
"83","São Pedro da Aldeia","-22.8372031947556","-42.1035286701541"
"21","São Sebastião do Alto","-21.9544634108548","-42.1302196784864"
"43","Sapucaia","-21.9939558651925","-42.9141753604676"
"39","Saquarema","-22.9311274159959","-42.4966940500338"
"135","Seropédica","-22.743011068024","-43.7019252211618"
"46","Silva Jardim","-22.6543301984185","-42.3898259273538"
"36","Sumidouro","-22.0506694108347","-42.6786255811119"
"70","Tanguá","-22.7339374343164","-42.7211719484129"
"81","Teresópolis","-22.4090049455631","-42.9629567139024"
"26","Trajano de Moraes","-22.0613797048486","-42.0548152486202"
"157","Três Rios","-22.1174480009517","-43.2116094443354"
"177","Valença","-22.2447194311793","-43.7048436783271"
"5","Varre-Sai","-20.9292976638709","-41.8632953882988"
"83","Vassouras","-22.4090075730264","-43.6638740245132"
"163","Volta Redonda","-22.5099676007977","-44.0935218846871"
"43","Adamantina","-21.68831148","-51.0733647495818"
"8","Adolfo","-21.2327297773479","-49.6497214255596"
"22","Aguaí","-22.059684","-46.9796931092697"
"12","Águas da Prata","-21.934829","-46.7167667096261"
"13","Águas de Lindóia","-22.4738220361707","-46.6317788359221"
"9","Águas de Santa Bárbara","-22.8691494094249","-49.2386077671316"
"0","Águas de São Pedro","-22.5973395538539","-47.8839747409776"
"41","Agudos","-22.474037","-48.9901562879424"
"11","Alambari","-23.5538988926705","-47.8935883872335"
"10","Alfredo Marcondes","-21.9527411236001","-51.4129380665063"
"8","Altair","-20.5233048816039","-49.0601107542409"
"30","Altinópolis","-21.0245826445728","-47.3732802928901"
"11","Alto Alegre","-21.5816894572053","-50.1635967960874"
"0","Alumínio","-23.5333730478469","-47.2590569184703"
"10","Álvares Florence","-20.3198762474474","-49.9111848124899"
"40","Álvares Machado","-22.077778995","-51.4687972730125"
"11","Álvaro de Carvalho","-22.0763746340433","-49.720609020316"
"7","Alvinlândia","-22.4450101515788","-49.7630330293599"
"52","Americana","-22.7408835","-47.3303629263814"
"8","Américo Brasiliense","-21.7300365","-48.1066045618439"
"14","Américo de Campos","-20.2964019435983","-49.7270268374496"
"74","Amparo","-22.6993886263406","-46.7650856904636"
"0","Analândia","-22.1287854993409","-47.6607664159226"
"100","Andradina","-20.901463515","-51.3788477947637"
"12","Angatuba","-23.483987","-48.4067596164929"
"10","Anhembi","-22.786320939625","-48.126926830643"
"10","Anhumas","-22.2932371758311","-51.386074423278"
"43","Aparecida","-22.848154","-45.2294293380918"
"11","Aparecida d'Oeste","-20.4508453725492","-50.8856157061663"
"28","Apiaí","-24.513316","-48.8486599046398"
"0","Araçariguama","-23.4300408481692","-47.0715476361902"
"252","Araçatuba","-21.205476","-50.4392260727526"
"18","Araçoiaba da Serra","-23.5073197972186","-47.5872429386271"
"12","Aramina","-20.089944207125","-47.7860130410377"
"12","Arandu","-23.1334071156444","-49.0509758715374"
"6","Arapeí","-22.6747987232724","-44.4481065567943"
"159","Araraquara","-21.7903595","-48.1744399375437"
"41","Araras","-22.3570865196587","-47.3858295274694"
"5","Arco-Íris","-21.7739140250211","-50.4649108682641"
"15","Arealva","-22.0247674993087","-48.9204148013706"
"6","Areias","-22.5821938858719","-44.6994320050904"
"16","Areiópolis","-22.6739404491645","-48.6655945584846"
"20","Ariranha","-21.1861274429158","-48.7883365641079"
"50","Artur Nogueira","-22.5713430104766","-47.1643011502677"
"49","Arujá","-23.3958267409999","-46.3204896001138"
"4","Aspásia","-20.158189985895","-50.7269626714191"
"50","Assis","-22.66283502","-50.41751004"
"50","Atibaia","-23.116308","-46.5550625006743"
"15","Auriflama","-20.6873348994576","-50.5539593332148"
"6","Avaí","-22.1567721162872","-49.3368150411834"
"18","Avanhandava","-21.4608705607152","-49.9426973011876"
"47","Avaré","-23.1031935","-48.9232631943566"
"19","Bady Bassitt","-20.9185637795998","-49.4485737092931"
"5","Balbinos","-21.9015237820311","-49.3564734994135"
"0","Bálsamo","-20.7382637781816","-49.5793276900247"
"12","Bananal","-22.6826159993241","-44.3233301289908"
"0","Barão de Antonina","-23.6271105197246","-49.5660638969023"
"0","Barbosa","-21.2590259219707","-49.9539885165489"
"24","Bariri","-22.071978","-48.7415247712398"
"12","Barra Bonita","-22.4911455","-48.5632292275694"
"13","Barra do Chapéu","-24.4714259992879","-49.0271391368038"
"21","Barra do Turvo","-24.7593866560173","-48.5023434527708"
"76","Barretos","-20.558455515","-48.567377839455"
"14","Barrinha","-21.1917435","-48.1628135185261"
"2","Barueri","-23.508902","-46.8746528865305"
"39","Bastos","-21.92103747","-50.7348708618954"
"81","Batatais","-20.8919295","-47.5861067268683"
"78","Bauru","-22.3251225","-49.0830008670903"
"77","Bebedouro","-20.94981552","-48.4773621747017"
"3","Bento de Abreu","-21.2691080212023","-50.8118522148056"
"12","Bernardino de Campos","-23.0135530040031","-49.4740434846817"
"16","Bertioga","-23.8540145","-46.1365383351346"
"17","Bilac","-21.4025711351917","-50.4811104805001"
"118","Birigui","-21.2923922882494","-50.3393285169869"
"24","Biritiba-Mirim","-23.5710333874999","-46.0412122248146"
"18","Boa Esperança do Sul","-21.9924841634404","-48.3905969069851"
"16","Bocaina","-22.1339225456857","-48.5204936243825"
"0","Bofete","-23.1025199999814","-48.2600330588198"
"0","Boituva","-23.2819440034999","-47.6714734979741"
"0","Bom Jesus dos Perdões","-23.1308374287388","-46.4664928426291"
"9","Bom Sucesso de Itararé","-24.3182628407156","-49.1437619226039"
"2","Borá","-22.2701171066813","-50.5448809992209"
"5","Boracéia","-22.1932056543657","-48.7792182831576"
"16","Borborema","-21.6215379942474","-49.072640247934"
"6","Borebi","-22.5678331168654","-48.9715958405052"
"50","Botucatu","-22.8883815","-48.4412893843504"
"148","Bragança Paulista","-22.9568955","-46.5423333739798"
"6","Braúna","-21.5010212084554","-50.3181656103263"
"6","Brejo Alegre","-21.166128499364","-50.187258508288"
"38","Brodowski","-20.9901403801924","-47.6563979568538"
"8","Brotas","-22.286516985","-48.1268333241156"
"21","Buri","-23.7993814189726","-48.5974149737978"
"36","Buritama","-21.0670395669021","-50.1492812527853"
"5","Buritizal","-20.1931482216385","-47.7088600395175"
"4","Cabrália Paulista","-22.4550869581335","-49.3324468331431"
"33","Cabreúva","-23.3126743947758","-47.1336583734349"
"69","Caçapava","-23.1006637527089","-45.7077303650875"
"54","Cachoeira Paulista","-22.6647543761423","-45.0106304149283"
"18","Caconde","-21.5287380374974","-46.6468348789643"
"18","Cafelândia","-21.8097052866096","-49.6003544059215"
"10","Caiabu","-22.0123252565933","-51.2359531354811"
"0","Caieiras","-23.3621160547412","-46.7441014176654"
"13","Caiuá","-21.8299102733969","-51.9868926967255"
"75","Cajamar","-23.360971384728","-46.8829201465695"
"40","Cajati","-24.726360972223","-48.1049998090052"
"4","Cajobi","-20.8790925178628","-48.8101223647094"
"52","Cajuru","-21.2747175","-47.3042661167969"
"10","Campina do Monte Alegre","-23.5840768383134","-48.4803990199383"
"602","Campinas","-22.9073425","-47.0601562729731"
"6","Campo Limpo Paulista","-23.2093964295223","-46.7638192327891"
"61","Campos do Jordão","-22.7400919138812","-45.5892017004491"
"11","Campos Novos Paulista","-22.5997489993283","-50.0017947248853"
"32","Cananéia","-25.0169080699809","-47.9284828144297"
"0","Canas","-22.69066906604","-45.056975740535"
"10","Cândido Mota","-22.7469255","-50.3883931717685"
"6","Cândido Rodrigues","-21.3226135828498","-48.634039310838"
"6","Canitar","-23.0098372187953","-49.7854319545023"
"36","Capão Bonito","-24.00680097","-48.3514345179275"
"5","Capela do Alto","-23.4699029552539","-47.7361184436442"
"27","Capivari","-22.9995489145883","-47.5022061546687"
"145","Caraguatatuba","-23.6220065","-45.4108183822498"
"0","Carapicuíba","-23.5352495","-46.8414454319096"
"16","Cardoso","-20.0809915099978","-49.9149423028903"
"14","Casa Branca","-21.77798699","-47.0797582048271"
"6","Cássia dos Coqueiros","-21.2850004285294","-47.1671058770489"
"45","Castilho","-20.872026554121","-51.4894070558423"
"73","Catanduva","-21.1395385","-48.9758709390428"
"8","Catiguá","-21.0485799993669","-49.0577421525082"
"12","Cedral","-20.9042319222865","-49.272841545891"
"25","Cerqueira César","-23.0347974993199","-49.1653301708879"
"40","Cerquilho","-23.1686725","-47.7375313251079"
"17","Cesário Lange","-23.2247318358774","-47.9521106553903"
"5","Charqueada","-22.5088824120687","-47.7757002034567"
"13","Clementina","-21.5603100367993","-50.4503486921566"
"32","Colina","-20.7187344993776","-48.5397383290134"
"12","Colômbia","-20.1715588433353","-48.6874841798296"
"30","Conchal","-22.3300764479999","-47.1743757425524"
"19","Conchas","-23.012958080649","-48.0098921336448"
"32","Cordeirópolis","-22.481707032329","-47.4582829254001"
"11","Coroados","-21.3540528502723","-50.2872958479117"
"12","Coronel Macedo","-23.6322349818013","-49.3189123964155"
"4","Corumbataí","-22.2189967501708","-47.6266101304082"
"36","Cosmópolis","-22.6457848858526","-47.1967707767946"
"13","Cosmorama","-20.477034658871","-49.7788596931171"
"20","Cotia","-23.603514","-46.9318463278886"
"0","Cravinhos","-21.3404305","-47.730042348128"
"6","Cristais Paulista","-20.4024919993924","-47.4238064520508"
"6","Cruzália","-22.7454989289789","-50.7936661595576"
"21","Cruzeiro","-22.577749880422","-44.9617319605967"
"148","Cubatão","-23.883839","-46.4200317682745"
"29","Cunha","-23.0747501474065","-44.958026903498"
"50","Descalvado","-21.909083","-47.6206639718592"
"385","Diadema","-23.689295","-46.623381393203"
"4","Dirce Reis","-20.4644127943002","-50.6060559888331"
"16","Divinolândia","-21.6616215060365","-46.7368697867924"
"12","Dobrada","-21.5148043304059","-48.4002427192517"
"33","Dois Córregos","-22.367316","-48.3826759875355"
"2","Dolcinópolis","-20.1228706610567","-50.5153630840245"
"12","Dourado","-22.1131671963671","-48.3162358063433"
"23","Dracena","-21.486137535","-51.5340496600627"
"25","Duartina","-22.4148813758077","-49.405045410633"
"6","Dumont","-21.2333259993623","-47.9708434494443"
"16","Echaporã","-22.424996999334","-50.2070061462144"
"27","Eldorado","-24.525386611147","-48.103228422535"
"25","Elias Fausto","-23.0425367211808","-47.3767742396416"
"0","Elisiário","-21.1644290184892","-49.1108358902026"
"6","Embaúba","-20.9826680548747","-48.8326202921458"
"122","Embu das Artes","-23.6473125","-46.8508599936736"
"97","Embu-Guaçu","-23.8318291037712","-46.8171088725496"
"6","Emilianópolis","-21.8313089781001","-51.4804314280505"
"20","Engenheiro Coelho","-22.4911899524775","-47.2130797305393"
"30","Espírito Santo do Pinhal","-22.1970535","-46.7455142898696"
"8","Espírito Santo do Turvo","-22.6949734920695","-49.4298252858159"
"15","Estrela d'Oeste","-20.2860822039747","-50.4054668479512"
"6","Estrela do Norte","-22.4905989019911","-51.6641761909517"
"28","Euclides da Cunha Paulista","-22.5549969202084","-52.5908983802766"
"18","Fartura","-23.3889609139385","-49.5120533766983"
"90","Fernandópolis","-20.28238299","-50.2487484305834"
"12","Fernando Prestes","-21.2671219899524","-48.6922730531942"
"4","Fernão","-22.3591383191477","-49.5198412111563"
"90","Ferraz de Vasconcelos","-23.5415445","-46.3665526715742"
"4","Flora Rica","-21.6767339356143","-51.3823008410719"
"7","Floreal","-20.6740312279254","-50.1456890086828"
"22","Flórida Paulista","-21.6134276151641","-51.1688764668277"
"6","Florínia","-22.903568778762","-50.7248224733799"
"46","Franca","-20.536097","-47.4023316256775"
"142","Francisco Morato","-23.2758255","-46.7325267047053"
"79","Franco da Rocha","-23.3203025","-46.7278746685526"
"7","Gabriel Monteiro","-21.5289801353128","-50.5554608419398"
"18","Gália","-22.294019248259","-49.55211132983"
"73","Garça","-22.21070949","-49.656529935058"
"4","Gastão Vidigal","-20.7952394993746","-50.1902197322049"
"10","Gavião Peixoto","-21.8403669022702","-48.4954592027481"
"23","General Salgado","-20.648369316722","-50.3618137021237"
"7","Getulina","-21.79983059746","-49.929283572294"
"11","Glicério","-21.3797778057065","-50.208416728114"
"5","Guaiçara","-21.622142999353","-49.7987616909618"
"13","Guaimbê","-21.91092065892","-49.8971777502378"
"60","Guaíra","-20.320144335","-48.314470490026"
"23","Guapiaçu","-20.7964486248652","-49.2191458577245"
"39","Guapiara","-24.1825265","-48.5276813218495"
"30","Guará","-20.4275570617021","-47.8245929501746"
"16","Guaraçaí","-21.0328813875825","-51.2091063449954"
"19","Guaraci","-20.4988092128935","-48.9445025950499"
"5","Guarani d'Oeste","-20.0757055718498","-50.3415338816928"
"11","Guarantã","-21.8951462014727","-49.5948218473783"
"27","Guararapes","-21.253446495","-50.6426390482505"
"0","Guararema","-23.415233019833","-46.0410534647581"
"41","Guaratinguetá","-22.8174250893317","-45.1916001284201"
"30","Guareí","-23.3731401917663","-48.1845381753097"
"14","Guariba","-21.357996","-48.2340567272232"
"214","Guarujá","-23.995149","-46.2490342794416"
"733","Guarulhos","-23.468506","-46.5310840856611"
"0","Guatapará","-21.4918946535898","-48.0377293574989"
"7","Guzolândia","-20.6501686872551","-50.6614595041436"
"12","Herculândia","-22.0037471806678","-50.3855215980828"
"16","Holambra","-22.6417496242127","-47.0592869062413"
"67","Hortolândia","-22.858395","-47.2210966097575"
"18","Iacanga","-21.8919776026997","-49.0169299189126"
"11","Iacri","-21.8550610868608","-50.6891999323707"
"5","Iaras","-22.8718922795928","-49.1561791517071"
"24","Ibaté","-21.955602","-48.0023882086524"
"23","Ibirá","-21.0805374993661","-49.238861531251"
"10","Ibirarema","-22.8145429597086","-50.07912539457"
"10","Ibitinga","-21.7570829843498","-48.8276946930001"
"0","Ibiúna","-23.6526325","-47.2204911874898"
"13","Icém","-20.3435051210596","-49.1961201914742"
"17","Iepê","-22.6631014713253","-51.0774138909334"
"20","Igaraçu do Tietê","-22.511149","-48.5570661013871"
"26","Igarapava","-20.039612535","-47.7510665713129"
"15","Igaratá","-23.204843","-46.1563144239377"
"48","Iguape","-24.7069541964258","-47.5531374088175"
"57","Ilhabela","-23.7886525","-45.3540566669409"
"23","Ilha Comprida","-24.7392399403978","-47.5543169659299"
"44","Ilha Solteira","-20.4293725","-51.344890657635"
"75","Indaiatuba","-23.081646","-47.2123089402514"
"11","Indiana","-22.1720934486803","-51.2517585134202"
"10","Indiaporã","-19.9775429993934","-50.288981041994"
"8","Inúbia Paulista","-21.7699119903206","-50.9643748939952"
"6","Ipaussu","-23.0529129993195","-49.6268069783117"
"26","Iperó","-23.3502773902979","-47.6898938935446"
"5","Ipeúna","-22.4372995021948","-47.7190959711091"
"0","Ipiguá","-20.661645528879","-49.3881423816844"
"12","Iporanga","-24.5844601782769","-48.5896007140876"
"23","Ipuã","-20.4414826010419","-48.0173850385104"
"18","Iracemápolis","-22.5830369342824","-47.5222466341716"
"6","Irapuã","-21.276437176419","-49.4081517822264"
"12","Irapuru","-21.5674762352993","-51.3501727308157"
"30","Itaberá","-23.8598114700688","-49.1371332858525"
"16","Itaí","-23.419055385","-49.0810322484854"
"25","Itajobi","-21.3157070587079","-49.0543110797985"
"0","Itaju","-21.9846724207757","-48.8050217362656"
"154","Itanhaém","-24.1861206668327","-46.7909914828787"
"8","Itaóca","-24.642594234804","-48.8428556815305"
"49","Itapecerica da Serra","-23.715357","-46.8505519668521"
"96","Itapetininga","-23.5878725","-48.0461428954547"
"124","Itapeva","-23.9834379992986","-48.8773891590653"
"95","Itapevi","-23.546934","-46.933372863488"
"81","Itapira","-22.4360054993337","-46.8212480111337"
"10","Itapirapuã Paulista","-24.5715534992858","-49.1721656552808"
"5","Itápolis","-21.5947039943537","-48.8133919855384"
"20","Itaporanga","-23.7034999431633","-49.4843963120809"
"21","Itapuí","-22.2321276250437","-48.7188741595351"
"10","Itapura","-20.6398257755739","-51.5099693695097"
"126","Itaquaquecetuba","-23.4768975","-46.3516031409654"
"71","Itararé","-24.11213796","-49.3361197139294"
"31","Itariri","-24.292005633897","-47.1757260565554"
"100","Itatiba","-23.0048529993206","-46.8375578529412"
"0","Itatinga","-23.1042734016774","-48.6133802692841"
"12","Itirapina","-22.2539679738051","-47.8198848666073"
"12","Itirapuã","-20.6424265297474","-47.2199528848551"
"8","Itobi","-21.7349018191477","-46.9734186541802"
"0","Itu","-23.2654425","-47.299749835961"
"45","Itupeva","-23.1534096261863","-47.0557011520917"
"51","Ituverava","-20.3362879658708","-47.780415655389"
"16","Jaborandi","-20.6872244993757","-48.4134449206286"
"52","Jaboticabal","-21.2544714993618","-48.3203497512575"
"118","Jacareí","-23.3048804993137","-45.9695932044093"
"13","Jaci","-20.8840851331178","-49.5733446115317"
"28","Jacupiranga","-24.6981502809578","-48.0047045115401"
"6","Jaguariúna","-22.7067819581976","-46.9823434662879"
"56","Jales","-20.2678530475","-50.5503561990427"
"10","Jambeiro","-23.2565768668366","-45.6936551245799"
"65","Jandira","-23.529939","-46.9052211417411"
"46","Jardinópolis","-21.022457","-47.7653529285234"
"41","Jarinu","-23.1030625","-46.7382709354058"
"121","Jaú","-22.29579099","-48.5581413878331"
"4","Jeriquara","-20.3120415892929","-47.58874391657"
"5","Joanópolis","-22.9306782182056","-46.2734166101367"
"10","João Ramalho","-22.2510460550787","-50.768535308414"
"32","José Bonifácio","-21.053719035","-49.6862827160333"
"10","Júlio Mesquita","-22.0131689993437","-49.7907942837747"
"0","Jumirim","-23.0825599993188","-47.7981735119048"
"118","Jundiaí","-23.187668","-46.8852739679967"
"48","Junqueirópolis","-21.511275749681","-51.434011950549"
"41","Juquiá","-24.3207030789726","-47.6353419676622"
"71","Juquitiba","-23.9356892015078","-47.0815940722918"
"12","Lagoinha","-23.0869213514864","-45.1908108204329"
"1","Laranjal Paulista","-23.0540116065371","-47.8337807102663"
"11","Lavínia","-21.1648565654735","-51.0405016570685"
"6","Lavrinhas","-22.570096474153","-44.8931102793871"
"72","Leme","-22.185436005","-47.3887079696148"
"78","Lençóis Paulista","-22.597507","-48.7986819724573"
"105","Limeira","-22.562194","-47.4019395233102"
"11","Lindóia","-22.5204881921691","-46.6614836163087"
"69","Lins","-21.6723465","-49.7514233866855"
"48","Lorena","-22.7316930326296","-45.1242481441632"
"5","Lourdes","-20.9653905383037","-50.226660095996"
"3","Louveira","-23.0867785","-46.9464402180487"
"17","Lucélia","-21.7234156460379","-51.0183491422409"
"0","Lucianópolis","-22.4316399993338","-49.5231791244614"
"6","Luís Antônio","-21.5517065252372","-47.7002799448476"
"13","Luiziânia","-21.673602964563","-50.3276394896385"
"11","Lupércio","-22.4138153922327","-49.8203246999438"
"6","Lutécia","-22.3434442872082","-50.3893271158818"
"16","Macatuba","-22.5055496288439","-48.7114053869681"
"19","Macaubal","-20.8013135395633","-49.9634978203421"
"7","Macedônia","-20.1499979846925","-50.197628484224"
"0","Magda","-20.6434813110551","-50.2275370471089"
"31","Mairinque","-23.5474579999999","-47.1844826262497"
"56","Mairiporã","-23.3224593829704","-46.5901958731419"
"8","Manduri","-23.0033460898635","-49.3181131205831"
"9","Marabá Paulista","-22.1103314993413","-51.9684674847115"
"8","Maracaí","-22.6104153367619","-50.6689682495018"
"6","Marapoama","-21.2587619255663","-49.1400008102662"
"9","Mariápolis","-21.7944933664673","-51.1828975550503"
"257","Marília","-22.214933","-49.9516456431033"
"5","Marinópolis","-20.4393989125252","-50.8256772948301"
"46","Martinópolis","-22.147832475","-51.1707680574885"
"54","Matão","-21.6029945062726","-48.3677476993662"
"271","Mauá","-23.6693345","-46.4582620121646"
"11","Mendonça","-21.1801561723045","-49.5820189988673"
"9","Meridiano","-20.3541099031674","-50.1818318399051"
"5","Mesópolis","-19.9670371030093","-50.622080265368"
"0","Miguelópolis","-20.1771292325793","-48.0293341827145"
"13","Mineiros do Tietê","-22.4116968007708","-48.4518023092831"
"38","Miracatu","-24.283929465376","-47.4571039991088"
"7","Mira Estrela","-19.9805160524126","-50.138427196428"
"49","Mirandópolis","-21.132086985","-51.1056403917537"
"44","Mirante do Paranapanema","-22.2905585944723","-51.905794305935"
"0","Mirassol","-20.8170045","-49.5121392179273"
"0","Mirassolândia","-20.616857219804","-49.4655198425085"
"34","Mococa","-21.46899051","-47.0071709787367"
"77","Mogi das Cruzes","-23.5227065","-46.1967600843265"
"110","Mogi Guaçu","-22.3657201895116","-46.9444740881491"
"93","Mogi Mirim","-22.4326955","-46.9563671265789"
"7","Mombuca","-22.9268278834077","-47.5675240048384"
"5","Monções","-20.8503257037728","-50.0963061315458"
"50","Mongaguá","-24.0941161449999","-46.619992725371"
"15","Monte Alegre do Sul","-22.6811286598593","-46.6811943005087"
"26","Monte Alto","-21.263863995","-48.496651259966"
"31","Monte Aprazível","-20.7721401375947","-49.7141161614286"
"24","Monte Azul Paulista","-20.9038412258906","-48.642971283281"
"5","Monte Castelo","-21.2989594492625","-51.5654932487094"
"8","Monteiro Lobato","-22.9550105791511","-45.848151984965"
"84","Monte Mor","-22.945521999322","-47.3132692483363"
"28","Morro Agudo","-20.7326629993746","-48.0575938253217"
"5","Morungaba","-22.8810309326944","-46.7913443945838"
"9","Motuca","-21.5076094411899","-48.1506612543948"
"11","Murutinga do Sul","-20.99429808926","-51.2771381855098"
"6","Nantes","-22.6201175825202","-51.2385874975948"
"11","Narandiba","-22.4042831999048","-51.5242398508102"
"5","Natividade da Serra","-23.3757869833587","-45.4464004707244"
"0","Nazaré Paulista","-23.1786958110045","-46.4025902149896"
"12","Neves Paulista","-20.8439161558274","-49.6304748513402"
"11","Nhandeara","-20.6948234993756","-50.0402744955428"
"9","Nipoã","-20.9139024276169","-49.7808986510894"
"15","Nova Aliança","-21.0137347171998","-49.5071383479432"
"19","Nova Campina","-24.1232104179112","-48.9057384790491"
"6","Nova Canaã Paulista","-20.3868950260488","-50.9480524385273"
"2","Nova Castilho","-20.7656546201048","-50.3439061761777"
"15","Nova Europa","-21.7789228838555","-48.5621404276762"
"9","Nova Granada","-20.5331539993796","-49.3200928761116"
"5","Nova Guataporanga","-21.32993714117","-51.6498328903568"
"6","Nova Independência","-21.1045420014555","-51.4904465280516"
"7","Novais","-20.9903581964182","-48.9170637096957"
"6","Nova Luzitânia","-20.8566109993715","-50.2658273722874"
"0","Nova Odessa","-22.782794660913","-47.2936346144047"
"0","Novo Horizonte","-21.4684749893567","-49.221749533677"
"12","Nuporanga","-20.7339997347711","-47.7491054639032"
"7","Ocauçu","-22.4388604479489","-49.9273728303605"
"0","Óleo","-22.9445847774897","-49.3409507526023"
"48","Olímpia","-20.737283985","-48.9134917257694"
"10","Onda Verde","-20.6127221201493","-49.2992147942623"
"13","Oriente","-22.148599411827","-50.0935854636602"
